PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;"CODIGO
RENIPRESS
MODULAR";NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;GD-4;00004306;YARARAHUE;I-2;REGIONAL;SI;NO;-504747437;-789152242;CASERIO YARARAHUE
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN IGNACIO;TABACONAS;GD-4;00004314;C.S CHURUYACU;I-2;NACIONAL;SI;NO;-541985153;-7908168422;CHURUYACU
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN IGNACIO;TABACONAS;GD-4;00004315;LINDEROS;I-1;REGIONAL;NO;NO;-537661536;-7909170669;COMUNIDAD LINDEROS
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN IGNACIO;TABACONAS;GD-4;00009968;P.S CHARAPE;I-1;NACIONAL;NO;NO;-532636905;-7911934734;CPM CHARAPE
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;GD-5;00004495;HUAGAL;I-1;NACIONAL;NO;NO;-730187383;-7802057603;LOCALIDAD HUAGAL
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;GD-5;00004500;JOSE SABOGAL;I-3;NACIONAL;NO;NO;-725159655;-7803733593;JR. SAN JUAN S/N
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MIGUEL;LA FLORIDA;GD-4;00004556;LA FLORIDA;I-3;NACIONAL;NO;NO;-687032866;-7912444358;DISTRITO LA FLORIDA
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MIGUEL;LLAPA;GD-4;00004609;UCHUQUINUA;I-1;NACIONAL;NO;NO;-685619923;-7871135936;LOCALIDAD UCHUQUINUA
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN MIGUEL;NIEPOS;GD-5;00004559;MIRAVALLES;I-1;NACIONAL;NO;NO;-700603844;-7910348643;LOCALIDAD MIRAVALLES
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN PABLO;SAN PABLO;GD-5;00004578;CALLANCAS;I-2;NACIONAL;NO;NO;-710878883;-7875481658;CASERIO CALLANCAS S/N
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN PABLO;SAN PABLO;GD-5;00004581;SANTA ROSA DE UNANCA;I-2;NACIONAL;NO;NO;-708410971;-7878178041;LOCALIDAD SANTA ROSA DE UNANCA
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN PABLO;TUMBADEN;GD-5;00004610;EL REGALADO;I-1;NACIONAL;NO;NO;-696419841;-786783619;COMUNIDAD EL REGALADO
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SAN PABLO;TUMBADEN;GD-5;00004582;TUMBADEN ALTO;I-1;NACIONAL;NO;NO;-699732745;-7872653511;LOCALIDAD TUMBADEN ALTO
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SANTA CRUZ;CATACHE;GD-4;00004776;MONTESECO;I-2;NACIONAL;NO;NO;-685912;-7911165;COMUNIDAD MONTESECO
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;GD-4;00004823;CHANCAY BAÑOS;I-3;NACIONAL;NO;NO;-6575338;-7886655;DISTRITO CHANCAY BAÑOS
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SANTA CRUZ;PULAN;GD-5;00004832;SUCCHAPAMPA;I-1;REGIONAL;NO;NO;-671341;-7895501;COMUNIDAD SUCCHAPAMPA
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;GOBIERNO REGIONAL;CAJAMARCA;SANTA CRUZ;SEXI;GD-5;00004710;SEXI;I-1;NACIONAL;NO;NO;-656318719;-7905109564;CALLE EL PROGRESO S/N
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;CAJAMARCA;CHOTA;CHOTA;GD-5;00010929;POSTA MEDICA POLICIAL CHOTA;I-2;PNP;NO;NO;-6558193;-786483843;AV.INCA GARCILAZO DE LA VEGA 724
ENFERMERIA;SEDE CENTRAL;1;CAJAMARCA;SANIDAD DE LA POLICIA NACIONAL DEL PERU;CAJAMARCA;JAEN;JAEN;GD-2;00018950;POLICLINICO POLICIAL JAEN;I-3;PNP;NO;NO;-570783986;-78806654;CALLE CAJAMARCA N° 340
ENFERMERIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;VENTANILLA;GD-3;00006264;PUESTO DE SALUD BAHÍA BLANCA;I-2;REGIONAL;NO;NO;-1183522846;-7715849933;MZA P.1 -LOTE 1 PROYECTO PACHACUTEC
ENFERMERIA;SEDE CENTRAL;1;CALLAO;GOBIERNO REGIONAL;CALLAO;CALLAO;VENTANILLA;GD-3;00006259;PUESTO DE SALUD VENTANILLA ESTE;I-2;REGIONAL;NO;NO;-1194239104;-7711760677;PRIMERA ETAPA AA.HH. PARQUE PORCINO
ENFERMERIA;SEDE CENTRAL;1;CALLAO;SANIDAD DE LA MARINA DE GUERRA DEL PERU;CALLAO;CALLAO;VENTANILLA;GD-3;00010261;POSTA NAVAL DE VENTANILLA;I-2;MGP;NO;NO;-1188545383;-7712759948;ESQ. ESCORPION CON CISNE S/N MZA. VI LOTE 17 URB. ALMIRANTE GRAU
ENFERMERIA;SEDE CENTRAL;2;CALLAO;SANIDAD DE LA MARINA DE GUERRA DEL PERU;CALLAO;CALLAO;VENTANILLA;GD-3;00010261;POSTA NAVAL DE VENTANILLA;I-2;MGP;NO;NO;-1188545383;-7712759948;ESQ. ESCORPION CON CISNE S/N MZA. VI LOTE 17 URB. ALMIRANTE GRAU
ENFERMERIA;SEDE CENTRAL;1;CALLAO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;CALLAO;CALLAO;VENTANILLA;GD-3;00010573;POSTA MEDICA POLICIAL VENTANILLA;I-2;PNP;NO;NO;-1187151;-77122435;AV. PEDRO BELTRAN 386 URB SATELITE
ENFERMERIA;SEDE CENTRAL;1;CUSCO;ESSALUD;CUSCO;ACOMAYO;ACOMAYO;GD-5;00010076;ACOMAYO - ESSALUD;I-3;ESSALUD;NO;NO;-135306181;-719622894;JIRON / SUCRE S/N / ACOMAYO / ACOMAYO / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;ESSALUD;CUSCO;LA CONVENCION;ECHARATE;GD-3;00034417;CENTRO DE ATENCIÓN PRIMARIA I ECHARATE - KITENI;I-1;ESSALUD;NO;NO;-1264663456;-7304937014;JUAN OLARTE
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ACOMAYO;ACOPIA;GD-4;00002318;ACOPIA;I-1;NACIONAL;NO;NO;-1405894;-7149256;JIRÓN SAN VICENTE 312 / ACOPIA / ACOMAYO / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ACOMAYO;MOSOC LLACTA;GD-5;00002320;MOSOCLLACTA;I-2;NACIONAL;SI;NO;-141201825;-714732674;CALLE ASUNCION SIN NUMERO / MOSOCLLACTA / ACOMAYO / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ACOMAYO;POMACANCHI;GD-5;00002322;SAN JUAN DE POMACANCHI;I-1;NACIONAL;SI;NO;-1411516746;-7166390394;CALLE SAN MARTÍN S/N / POMACANCHI / ACOMAYO / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ACOMAYO;POMACANCHI;GD-5;00012926;SANTA LUCIA;I-1;NACIONAL;NO;NO;-140670912;-7170393951;COMUNIDAD CAMPESINA DE SANTA LUCIA
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ACOMAYO;SANGARARA;GD-5;00002324;PUESTO DE SALUD SANGARARA;I-1;REGIONAL;NO;NO;-1395230667;-7160147667;AVENIDA 16 DE NOVIEMBRE S/N / SANGARARÁ / ACOMAYO / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;CHINCHAYPUJIO;GD-5;00002332;CHINCHAYPUJIO;I-3;NACIONAL;NO;NO;-1362931925;-7223181533;CALLE CCORCA S/N /CHINCHAYPUJIO / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;CHINCHAYPUJIO;GD-5;00006972;PANTIPATA;I-2;NACIONAL;NO;NO;-1358198667;-7233524942;COMUNIDAD PANTIPATA / CHINCHAYPUJIO / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;HUAROCONDO;GD-4;00002333;HUAROCONDO;I-2;NACIONAL;NO;NO;-1341621274;-7220528441;CALLE SAN MARTIN S/N HUAROCONDO / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;HUAROCONDO;GD-4;00002334;HUAYLLACOCHA;I-2;NACIONAL;NO;NO;-1340653666;-7216768318;KILOMETRO 13 CARRETERA IZCUCHACA / HUAROCONDO / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;LIMATAMBO;GD-5;00002337;PAMPACONGA;I-2;NACIONAL;NO;NO;-1344335116;-7240171145;CALLE CHACCLLANCCA S/N PAMPACONGA / LIMATAMBO / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;ANTA;MOLLEPATA;GD-4;00002338;MOLLEPATA;I-3;NACIONAL;NO;NO;-1351035681;-7252748252;CALLE EMANCIPACION S/N / MOLLEPATA / ANTA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;CALCA;GD-4;00010762;ACCHA ALTA - PAMPALLACTA;I-1;NACIONAL;SI;NO;-1324063333;-7189868784;COMUNIDAD ACCHA ALTA S/N
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;LAMAY;GD-5;00025368;HUARQUI;I-1;NACIONAL;NO;NO;-133645964;-719208679;CARROZABLE CHAUPIMAYO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;LARES;GD-5;00002346;CHOQUECANCHA;I-1;NACIONAL;NO;NO;-1303715322;-7203644273;PLAZA DE ARMAS DE CHOQUECANCHA / LARES / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;LARES;GD-5;00002347;LARES;I-3;NACIONAL;NO;NO;-1310216016;-7204490084;CALLE OLLANTA S/N / LARES / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;LARES;GD-5;00002361;SUYO;I-2;NACIONAL;SI;NO;-1279568172;-7198912513;COMUNIDAD SUYO S/N / LARES / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;PISAC;GD-5;00002349;CUYO CHICO;I-1;NACIONAL;NO;NO;-134100371;-7183292968;COMUNIDAD CUYO CHICO / PISAC / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;PISAC;GD-5;00002350;CUYO GRANDE;I-1;NACIONAL;NO;NO;-133939258;-7180150216;CARRETERA PISAC - COLQUEPATA COMUNIDAD CUYO GRANDE / PISAC / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;YANATILE;GD-4;00002357;COLCCA YANATILE;I-2;NACIONAL;NO;NO;-1284551829;-7213711941;PROLONGACION CALLE SAN JOSE S/N LOCALIDAD COLCCA / YANATILE / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;YANATILE;GD-4;00002362;HUACHIBAMBA;I-1;NACIONAL;SI;NO;-1272599902;-7220984719;CARRETERA CALCA - QUEBRADA LOCALIDAD PALTAYBAMBA / YANATILE / CALCA
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CALCA;YANATILE;GD-4;00002360;QUESQUENTO;I-1;NACIONAL;SI;NO;-1262130816;-7240742504;CARRETERA CALCA - QUELLOUNO LOCALIDAD QUESQUENTO / YANATILE / CALCA / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANAS;CHECCA;GD-5;00002366;CHECCA;I-2;NACIONAL;NO;NO;-1447355485;-7139526853;AVENIDA PROGRESO SIN NUMERO / CHECCA / CANAS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANAS;LAYO;GD-5;00002371;LAYO;I-3;NACIONAL;NO;NO;-1449606087;-7115590908;CALLE LARAMANI S/N / LAYO / CANAS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANAS;YANAOCA;GD-5;00018241;HAMPATURA;I-2;NACIONAL;NO;NO;-1432744794;-7147756217;CENTRO POBLADO HAMPATURA - YANAOCA -CANAS-CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANCHIS;MARANGANI;GD-5;00002391;OCCOBAMBA MARANGANI;I-2;NACIONAL;NO;NO;-1441671214;-7111647662;COMUNIDAD LLALLAHUI / MARANGANI / CANCHIS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANCHIS;SAN PABLO;GD-4;00002395;SANTA BARBARA;I-2;NACIONAL;SI;NO;-1416553231;-7119504863;CENTRO POBLADO MENOR SANTA BARBARA / SAN PABLO / CANCHIS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CANCHIS;TINTA;GD-4;00002397;TINTA;I-3;NACIONAL;NO;NO;-1414122525;-7140249028;CALLE EMANCIPACION AMERICANA SIN NUMERO BARRIO JOSEFINA ESQUERRA / TINTA / CANCHIS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;CAPACMARCA;GD-5;00002401;CCAPACMARCA;I-3;NACIONAL;SI;NO;-1400794633;-7199634189;SECTOR TAQUINA
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;CHAMACA;GD-5;00002402;CHAMACA;I-2;NACIONAL;SI;NO;-1430350333;-71848395;CALLE PROGRESO SIN NUMERO / CHAMACA / CHUMBIVILCAS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;CHAMACA;GD-5;00016328;UCCHUCCARCCO;I-1;NACIONAL;SI;NO;-1441776;-7182721;COMUNIDAD CAMPESINA DE UCHUCCARCCO, DISTRITO DE CHAMACA, PROVINCIA CHUMBIVILCAS
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;COLQUEMARCA;GD-5;00002404;COLQUEMARCA;I-3;NACIONAL;SI;NO;-1428762295;-7204038335;CALLE SAN ANTONIO S/N / COLQUEMARCA / CHUMBIVILCAS / CUSCO
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;LIVITACA;GD-5;00002406;LIVITACA;I-4;NACIONAL;NO;NO;-1431234;-7168845333;RESBALOSA
ENFERMERIA;SEDE CENTRAL;1;CUSCO;GOBIERNO REGIONAL;CUSCO;CHUMBIVILCAS;LLUSCO;GD-5;00002407;LLUSCO;I-2;NACIONAL;NO;NO;-14337375;-72116025;BARRIO VIRGEN ROSARIO / LLUSCO / CHUMBIVILCAS / CUSCO
