"INSTITUCIÓN
OFERTANTE";PROFESIÓN;"SEDE DE
ADJUDICACIÓN";"N°
PLAZAS";"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;"GRADO DE
DIFICULTAD";"CÓDIGO
RENIPRESS";"NOMBRE DE
ESTABLECIMIENTO";CATEGORÍA;PRESUPUESTO;ZAF;ZE
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000711;SAÑOS CHICO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000706;SAÑOS GRANDE;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000709;UMUTO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUALHUAS;GD-3;00000718;HUALHUAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAN;GD-3;00000620;HUANCAN;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-4;00015905;ACOPALCA;I-1;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000727;LA LIBERTAD;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000728;OCOPILLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000731;PALIAN;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-3;00000729;UÑAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000732;SAN FRANCISCO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-3;00000730;VILCACOTO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUAYUCACHI;GD-3;00000622;HUAYUCACHI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;INGENIO;GD-4;00000664;CASACANCHA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;INGENIO;GD-3;00000663;INGENIO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;PILCOMAYO;GD-3;00000719;PILCOMAYO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;QUICHUAY;GD-3;00000665;QUICHUAY;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;QUILCAS;GD-4;00000721;COLPAR;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;QUILCAS;GD-3;00000720;QUILCAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAN AGUSTIN;GD-3;00000723;COILLOR;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAN AGUSTIN;GD-3;00000722;"SAN AGUSTIN DE
CAJAS";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAÑO;GD-3;00000725;"SAN PEDRO DE
SAÑO";I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAPALLANGA;GD-4;00000634;HUAYLLASPANCA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAPALLANGA;GD-4;00000630;LA PUNTA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAPALLANGA;GD-3;00000629;SAPALLANGA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SICAYA;GD-3;00000726;SICAYA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-4;00000379;ACOLLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-5;00000381;SACAS;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-4;00000384;TINGO PACCHA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-4;00000382;YANAMARCA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;APATA;GD-4;00000410;"NUEVA
ESPERANZA";I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;HUARIPAMPA;GD-3;00000400;HUARIPAMPA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;HUERTAS;GD-3;00000368;HUERTAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;MARCO;GD-4;00000385;MARCO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;"MASMA
CHICCHE";GD-5;00000395;MASMA CHICCHE;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;MUQUIYAUYO;GD-3;00000403;MUQUIYAUYO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;PACA;GD-4;00000369;PACA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;PACCHA;GD-4;00000372;MASAJCANCHA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;PACCHA;GD-4;00000373;PATACANCHA;I-1;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;RICRAN;GD-5;00000421;APAYCANCHA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;"SAN PEDRO DE
CHUNAN";GD-4;00000422;"SAN PEDRO DE
CHUNAN";I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;SAUSA;GD-4;00000376;SAUSA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;SINCOS;GD-3;00000407;SALLAHUACHAC;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;TUNAN MARCA;GD-4;00000391;TUNANMARCA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;YAULI;GD-4;00000423;YAULI - JAUJA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;YAUYOS;GD-4;00000378;HUANCAS;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;COVIRIALI;GD-4;00000485;COVIRIALI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;MAZAMARI;GD-4;00000434;MAZAMARI;I-4;"SIN
PRESUPUESTO";NO;SI
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-3;00000444;CHAVINI;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;RIO NEGRO;GD-4;00000495;RIO NEGRO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;HUAY HUAY;GD-4;00000430;HUAYHUAY;I-2;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;LA OROYA;GD-4;00000560;HUAYNACANCHA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;"MARCAPOMACO
CHA";GD-4;00000561;"MARCAPOMACOCH
A";I-2;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;MOROCOCHA;GD-4;00000563;MOROCOCHA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;"SANTA ROSA DE
SACCO";GD-4;00021449;JUAN PABLO II;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;"SANTA ROSA DE
SACCO";GD-4;00000566;"SANTA ROSA DE
SACCO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;SUITUCANCHA;GD-4;00000431;SUITUCANCHA;I-2;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;YAULI;GD-3;00000567;YAULI - LA OROYA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;CHANCHAMAYO;GD-3;00033149;LA MERCED;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-3;00000330;"SAN FERNANDO
DE KIVINAKI";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;"SAN LUIS DE
SHUARO";GD-3;00000314;"SAN LUIS DE
SHUARO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;SAN RAMON;GD-3;00000354;SAN RAMON;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;AHUAC;GD-3;00000647;AHUAC;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHONGOS BAJO;GD-3;00000649;CHONGOS BAJO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-4;00000687;MATAHUASI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ORCOTUNA;GD-4;00000751;ORCOTUNA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SANTA ROSA DE
OCOPA";GD-3;00000691;"SANTA ROSA DE
OCOPA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000610;AUQUIMARCA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";2;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000608;CHILCA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000611;LA ESPERANZA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000714;"JUAN PARRA DEL
RIEGO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000705;"JUSTICIA, PAZ Y
VIDA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000707;SAN MARTIN;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAN;GD-3;00000620;HUANCAN;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000727;LA LIBERTAD;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000728;OCOPILLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUAYUCACHI;GD-3;00000622;HUAYUCACHI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;PILCOMAYO;GD-3;00000719;PILCOMAYO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAN AGUSTIN;GD-3;00000722;"SAN AGUSTIN DE
CAJAS";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;"SAN JERONIMO
DE TUNAN";GD-3;00000724;SAN JERONIMO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-4;00000379;ACOLLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;COVIRIALI;GD-4;00000485;COVIRIALI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-4;00000446;CUBANTIA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-5;00000445;"SAN ANTONIO DE
SONOMORO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-4;00000442;"HOSPITAL SAN
MARTIN DE
PANGOA";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-4;00000443;"SAN RAMON DE
PANGOA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;RIO NEGRO;GD-4;00000495;RIO NEGRO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;SATIPO;GD-3;00000432;"HOSPITAL DE
APOYO MANUEL
HIGA ARAKAKI";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;ODONTOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;LA OROYA;GD-4;00000559;LA OROYA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;CHANCHAMAYO;GD-3;00033149;LA MERCED;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-4;00006716;CIUDAD SATELITE;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-4;00000320;PUERTO YURINAKI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-3;00000318;VILLA PERENE;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PICHANAQUI;GD-4;00000340;"HOSPITAL DE
APOYO PICHANAKI";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;"SAN LUIS DE
SHUARO";GD-3;00000314;"SAN LUIS DE
SHUARO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;"SAN LUIS DE
SHUARO";GD-3;00000315;"SANCHIRIO
PALOMAR";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;SAN RAMON;GD-3;00000354;SAN RAMON;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;AHUAC;GD-3;00000647;AHUAC;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;AHUAC;GD-3;00030802;"CENTRO DE
SALUD MENTAL
COMUNITARIO
AHUAC";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHONGOS BAJO;GD-3;00000649;CHONGOS BAJO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHUPACA;GD-3;00000646;"PEDRO SANCHEZ
MEZA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;HUACHAC;GD-3;00000651;HUACHAC;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;"SAN JUAN DE
JARPA";GD-4;00000659;"SAN JUAN DE
JARPA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-3;00030167;"CENTRO DE
SALUD MENTAL
COMUNITARIO
CONCEPCIÓN";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-4;00000687;MATAHUASI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ORCOTUNA;GD-4;00000751;ORCOTUNA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SAN JOSE DE
QUERO";GD-4;00000641;"SAN JOSE DE
QUERO";I-3;"SIN
PRESUPUESTO";SI;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SANTA ROSA DE
OCOPA";GD-3;00000691;"SANTA ROSA DE
OCOPA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000610;AUQUIMARCA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00028947;"CENTRO DE
SALUD MENTAL
COMUNITARIO
CHILCA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";2;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000608;CHILCA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;PSICOLOGIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000611;LA ESPERANZA;I-3;"SIN
PRESUPUESTO";NO;NO
